task,episode,gt_error_type,gt_failure_reason,pred_failure_reason,human_score
storeEgg,storeEgg-10,execution,"Missing (pick_up, Egg)","At 00:35, the robot attempted to put an egg on the countertop, but its gripper was already empty, so there was no egg to place. The likely cause is that the egg was dropped or cracked earlier when the fridge was opened at 00:15, as indicated by the “object drops or cracks on hard surface” sound, and the robot never recovered it afterward.",1
makeSalad,makeSalad-9,execution,Dropped Bowl,"At 02:38, the robot attempted to put the lettuce slice into the bowl, but the lettuce slice ended up above/on the countertop near the bowl instead of inside it, while the gripper became empty. The failure was caused by an inaccurate placement/drop during transfer after picking up the lettuce slice at 02:35.",1
storeEgg,storeEgg-2,planning,lettuce is blocking the egg,"At 00:16, the robot failed to pick up the egg—the gripper was still empty afterward even though the egg remained visible in the open fridge. A likely cause is that something was dropped or mishandled when the fridge was opened at 00:15, as indicated by the “object drops or cracks on hard surface” sound, which likely disrupted the pickup.",0
storeEgg,storeEgg-3,execution,Wrong plan - robot puts egg in the pan instead of bowl,"The plan never used the bowl to hold the egg, which was required for success. Instead, the robot put the egg in a pan and stored the pan in the fridge, leaving the bowl on the table and the egg not inside the bowl.",1
storeEgg,storeEgg-4,planning,Ambiguous plan - says some container (maps to pan),"At 01:41, the robot attempted to put the egg into the bowl, but the egg ended up on the dining table instead of inside the bowl. The failure was likely caused by inaccurate placement/alignment when moving to the bowl at 01:37–01:38, so the release happened outside the bowl.",0
storeEgg,storeEgg-5,planning,Wrong execution - policy puts egg in pan instead of bowl,"At 01:41, the robot failed to place the egg into the bowl: after the “Put egg in bowl” action, the egg was observed on the dining table instead of in the bowl, and the gripper was empty. The failure was likely caused by inaccurate placement/alignment when moving to the bowl at 01:37–01:38, so the egg was released beside the bowl rather than inside it.",0
storeEgg,storeEgg-7,execution,Missing step of open fridge before pick up the egg,"At 00:15, the robot attempted to pick up the egg but failed, since the gripper was still empty afterward. The likely cause is that it never successfully reached or located the egg beforehand—between 00:01 and 00:12 it kept repeating “Move to egg” while only observing a closed fridge, suggesting it was in the wrong place or the egg was inaccessible.",1
storeEgg,storeEgg-6,planning,Wrong perception - potato detected as egg,"At 01:27, the robot attempted to pick up the egg on the countertop but ended up grasping a potato instead, as shown by the observation that the potato was in the gripper while the egg remained on the counter. The failure was caused by misidentifying or mislocalizing the target near the potato after returning to the countertop (around 01:23–01:24).",1
switchDevices,switchDevices-1,execution,Wrong Plan: TV switched off and laptop turned on,"The plan targeted the wrong device states: it turned the laptop on instead of closing it, and it toggled the television off instead of on. So even though the laptop ended up on the TV stand, the success conditions were not met because the laptop remained open and the TV was off.",1
storeEgg,storeEgg-8,execution,Dropped Bowl,"At 01:41, the robot failed to place the egg into the bowl and instead set/dropped it onto the dining table next to the bowl. The failure was likely caused by misalignment or inaccurate positioning during the move to the bowl at 01:37–01:38, and the robot had also delayed the task earlier by leaving the egg on the countertop at 00:43 instead of taking it directly to the bowl/fridge.",1
storeEgg,storeEgg-9,execution,"Failed to successfully execute (open_obj, Fridge)","At 00:15, the robot attempted to open the fridge, but the observation still shows the fridge remained closed, so the open action failed. The failure was caused by the robot spending 00:01–00:14 repeatedly moving to the fridge without making progress, then being unable to actually open the closed fridge.",1
switchDevices,switchDevices-10,execution,"Missing (pick_up, RemoteControl)","At 01:04, the robot attempted to toggle on the television, but the TV remained off, so the final step failed. The likely cause is that after moving toward the remote at 00:48–00:52, the robot never picked it up and then tried to turn on the TV with an empty gripper, so it had no effective way to switch the television on.",1
switchDevices,switchDevices-2,planning,Wrong Order: of pick up remote control and toggle on television,"At 00:55, the robot attempted to toggle on the television, but the TV remained off, so the final step failed. The likely cause is that after moving toward the TV at 00:48–00:52, the robot did not properly locate or actuate the TV’s power control (and it was not holding the remote), so the toggle action had no effect.",1
switchDevices,switchDevices-3,execution,Wrong Plan: Opens the laptop again,"The plan undid the required laptop state: after closing and placing the laptop on the TV stand, the robot later **opened** it again. So even though the TV was turned on and the laptop was on the TV stand, the final state failed because the laptop was not closed.",1
switchDevices,switchDevices-4,execution,Wrong Plan: Floorlamp turned on instead of television,"At 00:24, the robot toggled the floor lamp off instead of working on the laptop or TV. The failure happened because from 00:01–00:23 it kept navigating to and focusing on the floor lamp, losing track of the actual task targets (the laptop in the armchair and the television).",1
switchDevices,switchDevices-5,execution,Wrong Plan: Laptop is put in garbage can instead of TV stand,"The plan put the closed laptop in the garbage can instead of on the TV stand, so the main placement goal was not satisfied. Turning on the television was correct, but the laptop ended up in the wrong location.",1
switchDevices,switchDevices-6,planning,Book is blocking remote control,"At 00:42, the robot successfully placed the closed laptop on the TV stand, so the failure was not with the placement itself. The task failed because by that time the television was still off and the robot had not performed the final required step of switching it on after moving the laptop.",0
switchDevices,switchDevices-7,execution,Miss step of close laptop,"The plan never included an action to close the laptop before placing it on the TV stand. As a result, even though the TV was turned on and the laptop was on the TV stand, the laptop remained open, so the goal was not satisfied.",1
switchDevices,switchDevices-8,execution,Dropped RemoteControl,"The failure at 01:07 happened because the robot tried to toggle on the television without the remote control or any object in its gripper, so the TV remained off. The likely cause is that it dropped the remote during the move at 00:59, indicated by the gripper becoming empty and the “object drops or cracks on hard surface” sound.",1
switchDevices,switchDevices-9,execution,"Failed to successfully execute (put_on, Laptop, TVStand)","At 00:40, the robot attempted to put the closed laptop on the TV stand, but the laptop was still in the gripper afterward, so the placement failed. A likely cause is that the TV stand surface was already cluttered with a book, keychain, and watch seen at 00:38–00:39, leaving no clear space or causing the robot to abort/retry the release.",1
toastBread,toastBread-1,execution,Dropped BreadSliced,"At 00:45, the robot attempted to put the bread slice into the toaster, but the observations show the gripper was already empty by 00:43–00:44, so it had dropped or lost the bread slice before reaching the toaster. The failure was caused by trying to insert bread when it was no longer in the gripper, and the toaster also remained off.",1
toastBread,toastBread-10,execution,The robot forgot to pick up the bread slice from the countertop before moving to the toaster.,"At 00:42, the robot tried to put the bread slice into the toaster, but the gripper was empty, so no bread was actually inserted. The failure was caused by not picking up the bread slice after slicing and leaving it on the second countertop at 00:36 before moving to the toaster at 00:40–00:41.",1
toastBread,toastBread-2,planning,The robot cannot pick up knife due to the pot occluding the knife.,"At 00:23, the robot failed to pick up the knife because the pot was blocking access to it on the first countertop. This was already indicated at 00:22, so the pickup attempt likely failed due to the knife being obstructed.",1
toastBread,toastBread-3,planning,"The robot cannot put bread slice inside the toaster due to a cellphone on top of the toaster, blocking the slots.","At 00:47, the robot failed to put the bread slice into the toaster and instead placed it on top of the toaster, specifically on top of the cellphone already sitting there. The failure was caused by the toaster slot being obstructed by the cellphone visible at 00:43–00:44, while the toaster was also still turned off.",1
toastBread,toastBread-5,execution,The robot failed to put bread slice inside toaster.,"At 00:45, the robot’s attempt to put the bread slice into the toaster failed because the bread slice was still inside the gripper afterward, so it was not inserted. A likely cause is incorrect alignment or positioning relative to the toaster slot after moving to the toaster at 00:43–00:44.",1
toastBread,toastBread-4,execution,The robot failed to execute the slice bread action.,"At 00:31, the robot attempted to slice the bread, but the observation still shows the bread as “not sliced,” so the slicing action failed. The likely cause is that after only moving to the bread at 00:29–00:30, the robot was not properly aligned or positioned to cut it successfully.",1
toastBread,toastBread-7,execution,"The robot never sliced the bread, and the unsliced bread cannot be put inside the toaster.","At 00:29, the robot failed to insert the bread into the toaster and instead placed the unsliced bread on top of the toaster. The failure was likely caused by using a whole loaf rather than sliced bread and/or misaligning the placement during the “Put bread in toaster” action after moving to the toaster at 00:25–00:26.",1
toastBread,toastBread-6,execution,The robot never picked up a knife and thus cannot slice the bread.,"At 00:28, the robot attempted to slice the bread, but the bread remained unsliced because the gripper was empty. The failure was caused by not picking up the knife first, even though the knife was observed at 00:20.",1
toastBread,toastBread-8,execution,"The robot did not put the knife down after slicing the bread. As a result, the gripper was occupied by the knife and it could not pick up the bread slice.","At 00:50, the robot failed to pick up the bread slice because its gripper was still occupied holding the knife from 00:23 onward. Since it never put the knife down after slicing at 00:33, the gripper was not free to grasp the bread slice.",1
toastBread,toastBread-9,execution,"The robot toggled on the toaster before trying to put the bread slice inside the toaster. As a result, the bread slice ended up on top of the toaster instead of inside it.","At 00:50, the robot failed to insert the bread slice into the toaster; the slice ended up on top of the toaster instead of inside it. This likely happened because the robot turned the toaster on at 00:47 before properly positioning/aliging the bread for insertion, leading to a misplacement during the “put bread slice in toaster” action.",1
warmWater,warmWater-1,planning,Wrong order of toggle on microwave and close microwave,"At 01:04, the robot tried to turn on the microwave while its door was still open, so the microwave remained open and off instead of heating the water. The failure was caused by not closing the microwave after placing the mug inside at 01:01.",1
warmWater,warmWater-10,execution,"Failed to successfully execute (toggle_on, Faucet)","At 00:21, the robot attempted to turn on the faucet, but the observation still shows the faucet as turned off, so the toggle action failed. The likely cause is that the sink area was cluttered and the robot was not properly aligned or able to reach/manipulate the faucet handle after placing the mug in the sink at 00:20.",1
warmWater,warmWater-2,planning,Wrong order of filling water and microwaving,"The plan heated the mug first but then put it in the sink and ran the faucet, which likely replaced or cooled the warmed water. So although the mug ended up on the dining table filled with water, the final state does not guarantee it was still warm.",1
warmWater,warmWater-3,planning,Incomplete Plan: missed steps for serving the mug,"The robot heated the water, but it never completed the serving step: the mug was left inside the microwave instead of being placed on the dining table. Since success requires a mug of warm water on the dining table, the plan was missing the final retrieval and delivery actions.",1
warmWater,warmWater-4,planning,Wrong Plan: serves glass instead of the mug with water,"The plan heated the water in the mug but never took the mug back out of the microwave and placed it on the dining table. Instead, it moved the cup to the dining table, so the success condition—a mug of warm water on the dining table—was not met.",1
warmWater,warmWater-6,planning,Wrong perception: glass and mug,"At 00:59, the robot tried to pick up the mug but grasped the cup instead, leaving the mug still on the first countertop (“mug is inside cup,” while “cup is inside robot gripper”). The failure was caused by the mug being set down away from the microwave at 00:46 and likely becoming nested/misaligned after the disturbance heard at 00:52, leading to an incorrect object pickup.",1
warmWater,warmWater-5,planning,Microwave already occupied,"At 01:35, the robot failed to place the cup into the microwave because the microwave was already occupied by a bowl, leaving no clear space for the cup. The likely cause is that after opening the microwave at 01:11 and seeing the bowl inside, the robot did not remove the bowl before attempting the placement.",1
warmWater,warmWater-7,execution,Wrong Plan: puts cup inside microwave instead of mug filled with water,"The plan heated the wrong object: it put the **cup** in the microwave, while the **mug** was only filled at the sink and then placed on the dining table. As a result, the dining table ended with a mug of water, but not **warm** water, so the goal was not satisfied.",1
waterPlant,waterPlant-1,execution,Incomplete Plan - Pot is filled with wine already,"The plan filled the pot incorrectly: after placing the pot in the sink, it turned the faucet on and then off without actually filling the pot with water, and the final state shows the plant ended up filled with wine instead of water. So the robot failed because it poured the wrong liquid into the house plant, which does not satisfy the goal.",1
warmWater,warmWater-8,execution,Missing step to pour wine out of the mug,"The plan never ensured the mug contained water: the final state shows the mug was still filled with wine, so turning the faucet on/off and microwaving it did not achieve “warm water.” In short, the robot heated and served the wrong liquid instead of first emptying/rinsing the mug and filling it with water.",1
waterPlant,waterPlant-10,execution,"Failed to successfully execute (pick_up, Pot)","At 00:32, the robot attempted to pick up the water-filled pot from the sink, but the observation still shows the pot inside the sink and nothing in the gripper, so the grasp failed. The likely cause is that the pot was difficult to grasp while positioned in the sink after being filled at 00:28–00:31.",1
warmWater,warmWater-9,execution,Wrong Plan: Pours water from mug after microwaving and before serving,"The plan emptied the mug at the end by pouring its contents into the sink, so the mug placed on the dining table was empty instead of containing warm water. Although it appears to have heated water in the microwave, the robot undid the task goal by discarding the water before serving it.",1
waterPlant,waterPlant-2,execution,Wrong Plan - pot is put on countertop instead of inside sink,"At 00:37, the robot tried to pour from the pot into the house plant, but the pot was still empty, so nothing was watered. The failure was caused earlier at 00:23–00:29, when the robot placed the pot on the countertop instead of under the faucet, so turning the faucet on did not fill the pot.",1
waterPlant,waterPlant-3,execution,"Wrong Plan - wrong step: (pour, Pot, Sink)","The failure at 00:43 happened because the robot tried to pour into the house plant with an already empty pot. The root cause was at 00:38, when it mistakenly poured all the water from the filled pot into the sink, so by the time it reached the plant at 00:42–00:43 there was no water left to give it.",1
waterPlant,waterPlant-4,execution,Wrong order - faucet is turned on and off before pot is put in the sink,"At 00:39, the robot tried to pour water from the pot into the house plant, but the pot was still empty, so nothing was watered. The failure was caused earlier at 00:25–00:28, when the faucet was turned on and off without actually filling the pot while it was being held.",1
waterPlant,waterPlant-5,planning,Wrong plan - kettle is picked up instead of pot,"At 00:39, the robot tried to pour from the kettle into the house plant, but the plant remained empty, so the watering failed. The cause is that at 00:34 the robot picked up the kettle instead of the water-filled pot, and there is no evidence the kettle was ever filled, so it likely had no water to pour.",1
waterPlant,waterPlant-6,planning,Ambiguous plan - some container,"At 00:56, the robot tried to pour into the house plant using a bowl, but the plant remained empty, so the watering failed. The cause is that after filling the pot at 00:28–00:31, the robot left it in the sink and then picked up the bowl at 00:44, which was never filled with water.",1
waterPlant,waterPlant-7,planning,Pan is blocking the pot,"At 00:16, the robot failed to pick up the pot because the pan was still sitting on top of it, as seen at 00:15 and again after the pickup attempt. The obstruction likely prevented a proper grasp, so the pot remained on the countertop and the gripper stayed empty.",1
