model,qid,task,episode,rtype,regime,cell,answer,predicted,max_prob,norm_entropy,confidence,correct,score_status,solvability,difficulty
qwen3.5:9b,boilWater-2|T4|C3|3,boilWater,boilWater-2,T4,C3,T4xC3,A,D,0.3537110359329223,0.8081257899980762,0.19187421000192384,0,available,3,medium
qwen3.5:9b,boilWater-2|T4|C3|4,boilWater,boilWater-2,T4,C3,T4xC3,B,B,0.777060689168985,0.4319486257084045,0.5680513742915956,1,available,1,hard
qwen3.5:9b,boilWater-2|T4|C3|5,boilWater,boilWater-2,T4,C3,T4xC3,D,C,0.7052969748718211,0.5996826470946216,0.4003173529053784,0,available,1,hard
qwen3.5:9b,boilWater-3|T2|C1|0,boilWater,boilWater-3,T2,C1,T2xC1,E,A,0.3894287209666608,0.8101604595947856,0.18983954040521445,0,available,0,hard
qwen3.5:9b,boilWater-3|T3|C1|0,boilWater,boilWater-3,T3,C1,T3xC1,C,D,0.473763477385607,0.7919357912793342,0.20806420872066578,0,available,1,hard
qwen3.5:9b,boilWater-3|T3|C2|0,boilWater,boilWater-3,T3,C2,T3xC2,B,C,0.793095172074142,0.4943400205403947,0.5056599794596053,0,available,1,hard
qwen3.5:9b,boilWater-3|T4|C2|3,boilWater,boilWater-3,T4,C2,T4xC2,E,E,0.8627554068639379,0.3276359415214136,0.6723640584785864,1,available,1,hard
qwen3.5:9b,boilWater-3|T4|C2|4,boilWater,boilWater-3,T4,C2,T4xC2,D,C,0.6365701563879929,0.6363899981626846,0.3636100018373154,0,available,3,medium
qwen3.5:9b,boilWater-3|T4|C2|5,boilWater,boilWater-3,T4,C2,T4xC2,E,C,0.38652867242890854,0.7948337534102705,0.20516624658972948,0,available,1,hard
qwen3.5:9b,boilWater-3|T4|C3|4,boilWater,boilWater-3,T4,C3,T4xC3,B,A,0.721702425714879,0.5066971799189791,0.4933028200810209,0,available,2,medium
qwen3.5:9b,boilWater-3|T4|C3|5,boilWater,boilWater-3,T4,C3,T4xC3,D,C,0.6208711067291517,0.6841576017341068,0.3158423982658932,0,available,1,hard
qwen3.5:9b,boilWater-4|T2|C1|2,boilWater,boilWater-4,T2,C1,T2xC1,B,B,0.6061758891075207,0.7016284283463958,0.2983715716536042,1,available,0,hard
qwen3.5:9b,boilWater-4|T3|C1|0,boilWater,boilWater-4,T3,C1,T3xC1,A,E,0.5055002951369588,0.6064130014349999,0.3935869985650001,0,available,0,hard
qwen3.5:9b,boilWater-4|T3|C2|0,boilWater,boilWater-4,T3,C2,T3xC2,D,E,0.6196649579914624,0.717357924013402,0.28264207598659796,0,available,0,hard
qwen3.5:9b,boilWater-4|T4|C2|4,boilWater,boilWater-4,T4,C2,T4xC2,B,B,0.9338618979618677,0.1925828195244965,0.8074171804755035,1,available,0,hard
qwen3.5:9b,boilWater-4|T4|C2|5,boilWater,boilWater-4,T4,C2,T4xC2,B,A,0.49375886911882205,0.5510554950184001,0.4489445049815999,0,available,1,hard
qwen3.5:9b,boilWater-4|T4|C3|4,boilWater,boilWater-4,T4,C3,T4xC3,A,A,0.8983935236796572,0.27543755051544233,0.7245624494845577,1,available,2,medium
qwen3.5:9b,boilWater-4|T4|C3|5,boilWater,boilWater-4,T4,C3,T4xC3,A,B,0.3203270970018597,0.8519687621968751,0.14803123780312488,0,available,1,hard
qwen3.5:9b,boilWater-5|T3|C1|0,boilWater,boilWater-5,T3,C1,T3xC1,E,D,0.3945959015511307,0.8909635651958645,0.1090364348041355,0,available,0,hard
qwen3.5:9b,boilWater-5|T3|C2|0,boilWater,boilWater-5,T3,C2,T3xC2,C,E,0.27289639570252405,0.979044108696927,0.02095589130307296,0,available,0,hard
qwen3.5:9b,boilWater-5|T4|C2|3,boilWater,boilWater-5,T4,C2,T4xC2,D,D,0.5824729796034562,0.7799889949354324,0.2200110050645676,1,available,1,hard
qwen3.5:9b,boilWater-5|T4|C2|5,boilWater,boilWater-5,T4,C2,T4xC2,B,D,0.546061540642172,0.6599949110571851,0.3400050889428149,0,available,2,medium
qwen3.5:9b,boilWater-5|T4|C3|3,boilWater,boilWater-5,T4,C3,T4xC3,D,D,0.9328326445614715,0.1943092241188915,0.8056907758811085,1,available,1,hard
qwen3.5:9b,boilWater-5|T4|C3|4,boilWater,boilWater-5,T4,C3,T4xC3,D,D,0.9058953959779734,0.2378478719879,0.7621521280121,1,available,0,hard
qwen3.5:9b,boilWater-5|T4|C3|5,boilWater,boilWater-5,T4,C3,T4xC3,D,A,0.6130091754543557,0.7007087997543052,0.2992912002456948,0,available,0,hard
qwen3.5:9b,boilWater-6|T2|C1|1,boilWater,boilWater-6,T2,C1,T2xC1,B,A,0.4212333830943722,0.7122603212538736,0.2877396787461264,0,available,0,hard
qwen3.5:9b,boilWater-6|T3|C1|0,boilWater,boilWater-6,T3,C1,T3xC1,D,A,0.42890048648984386,0.7590854326814283,0.24091456731857175,0,available,1,hard
qwen3.5:9b,boilWater-6|T3|C2|0,boilWater,boilWater-6,T3,C2,T3xC2,B,C,0.4234676171832543,0.7951491782763124,0.20485082172368763,0,available,0,hard
qwen3.5:9b,boilWater-6|T4|C2|6,boilWater,boilWater-6,T4,C2,T4xC2,E,E,0.4592327518933422,0.8507108757923699,0.14928912420763008,1,available,3,medium
qwen3.5:9b,boilWater-6|T4|C3|6,boilWater,boilWater-6,T4,C3,T4xC3,D,D,0.9132420886104285,0.23414526121495657,0.7658547387850434,1,available,1,hard
qwen3.5:9b,boilWater-7|T2|C1|3,boilWater,boilWater-7,T2,C1,T2xC1,D,E,0.41251648095833965,0.7968629966796711,0.2031370033203289,0,available,0,hard
qwen3.5:9b,boilWater-7|T3|C1|0,boilWater,boilWater-7,T3,C1,T3xC1,C,D,0.3305335202412057,0.8347279796386406,0.16527202036135935,0,available,1,hard
qwen3.5:9b,boilWater-7|T3|C2|0,boilWater,boilWater-7,T3,C2,T3xC2,C,C,0.48623640945463714,0.7575654943975365,0.2424345056024635,1,available,1,hard
qwen3.5:9b,boilWater-7|T4|C2|4,boilWater,boilWater-7,T4,C2,T4xC2,D,D,0.5995678328626979,0.663767404694748,0.33623259530525196,1,available,0,hard
qwen3.5:9b,boilWater-7|T4|C2|5,boilWater,boilWater-7,T4,C2,T4xC2,D,B,0.4752853523247008,0.7631425174514458,0.2368574825485542,0,available,0,hard
qwen3.5:9b,boilWater-7|T4|C3|4,boilWater,boilWater-7,T4,C3,T4xC3,E,E,0.8531216178742769,0.3759867475567962,0.6240132524432038,1,available,1,hard
qwen3.5:9b,boilWater-7|T4|C3|5,boilWater,boilWater-7,T4,C3,T4xC3,E,A,0.454866245702448,0.8280100373789403,0.1719899626210597,0,available,1,hard
qwen3.5:9b,boilWater-8|T1|C1|5,boilWater,boilWater-8,T1,C1,T1xC1,A,A,0.9588045252203888,0.12966501081526338,0.8703349891847366,1,available,4,easy
qwen3.5:9b,boilWater-8|T1|C2|5,boilWater,boilWater-8,T1,C2,T1xC2,D,D,0.9920940312410845,0.03259386785710891,0.9674061321428911,1,available,5,easy
qwen3.5:9b,boilWater-8|T2|C1|0,boilWater,boilWater-8,T2,C1,T2xC1,A,C,0.7923957100474804,0.4744091114092132,0.5255908885907867,0,available,0,hard
qwen3.5:9b,boilWater-8|T3|C1|0,boilWater,boilWater-8,T3,C1,T3xC1,B,E,0.5740193238790247,0.7577610687380535,0.2422389312619465,0,available,0,hard
qwen3.5:9b,boilWater-8|T3|C2|0,boilWater,boilWater-8,T3,C2,T3xC2,B,A,0.8343658173029209,0.4199059663641712,0.5800940336358288,0,available,1,hard
qwen3.5:9b,boilWater-8|T4|C2|3,boilWater,boilWater-8,T4,C2,T4xC2,A,B,0.545295697410266,0.7280663597957271,0.2719336402042729,0,available,3,medium
qwen3.5:9b,boilWater-8|T4|C2|4,boilWater,boilWater-8,T4,C2,T4xC2,D,D,0.8717468146125763,0.31595300467329257,0.6840469953267074,1,available,0,hard
qwen3.5:9b,boilWater-8|T4|C2|5,boilWater,boilWater-8,T4,C2,T4xC2,D,E,0.6771616508607657,0.6377134184464441,0.36228658155355586,0,available,4,easy
qwen3.5:9b,boilWater-8|T4|C3|3,boilWater,boilWater-8,T4,C3,T4xC3,A,C,0.3367669364657588,0.8733739886433092,0.12662601135669083,0,available,2,medium
qwen3.5:9b,boilWater-8|T4|C3|4,boilWater,boilWater-8,T4,C3,T4xC3,E,E,0.5611578082270798,0.7197021695340571,0.2802978304659429,1,available,1,hard
qwen3.5:9b,boilWater-8|T4|C3|5,boilWater,boilWater-8,T4,C3,T4xC3,C,A,0.9449679512382009,0.17222418960109473,0.8277758103989052,0,available,2,medium
qwen3.5:9b,boilWater-9|T1|C1|5,boilWater,boilWater-9,T1,C1,T1xC1,E,E,0.7694734754464178,0.37651312970934536,0.6234868702906546,1,available,4,easy
qwen3.5:9b,boilWater-9|T1|C2|5,boilWater,boilWater-9,T1,C2,T1xC2,D,D,0.5487313939516928,0.5736073258660137,0.4263926741339863,1,available,4,easy
qwen3.5:9b,boilWater-9|T3|C1|0,boilWater,boilWater-9,T3,C1,T3xC1,B,E,0.6541151765981482,0.6439113728038837,0.35608862719611634,0,available,0,hard
qwen3.5:9b,boilWater-9|T3|C2|0,boilWater,boilWater-9,T3,C2,T3xC2,C,D,0.4370782069733806,0.801848064696369,0.19815193530363095,0,available,1,hard
qwen3.5:9b,boilWater-9|T4|C2|3,boilWater,boilWater-9,T4,C2,T4xC2,A,B,0.39683315256890683,0.8743191097952808,0.12568089020471918,0,available,2,medium
qwen3.5:9b,boilWater-9|T4|C2|4,boilWater,boilWater-9,T4,C2,T4xC2,A,C,0.620213243308127,0.5371354784783982,0.46286452152160185,0,available,2,medium
qwen3.5:9b,boilWater-9|T4|C2|5,boilWater,boilWater-9,T4,C2,T4xC2,B,B,0.3901955127058779,0.8506866854280712,0.14931331457192876,1,available,2,medium
qwen3.5:9b,boilWater-9|T4|C3|3,boilWater,boilWater-9,T4,C3,T4xC3,E,B,0.7289001622226616,0.5113463946164262,0.48865360538357383,0,available,1,hard
qwen3.5:9b,boilWater-9|T4|C3|4,boilWater,boilWater-9,T4,C3,T4xC3,E,E,0.8940328352947738,0.24826613203929315,0.7517338679607068,1,available,1,hard
qwen3.5:9b,boilWater-9|T4|C3|5,boilWater,boilWater-9,T4,C3,T4xC3,B,C,0.7044924744140554,0.477501318036419,0.5224986819635811,0,available,1,hard
qwen3.5:9b,cookEgg-1|T2|C1|3,cookEgg,cookEgg-1,T2,C1,T2xC1,C,D,0.4552550644242454,0.8014768067319079,0.1985231932680921,0,available,0,hard
qwen3.5:9b,cookEgg-1|T3|C1|0,cookEgg,cookEgg-1,T3,C1,T3xC1,B,D,0.4311352629305358,0.8286616323738032,0.1713383676261968,0,available,0,hard
qwen3.5:9b,cookEgg-1|T3|C2|0,cookEgg,cookEgg-1,T3,C2,T3xC2,B,A,0.4730782252356315,0.7455542338151625,0.2544457661848375,0,available,1,hard
qwen3.5:9b,cookEgg-1|T4|C2|1,cookEgg,cookEgg-1,T4,C2,T4xC2,D,D,0.8576294791522101,0.33181438562191257,0.6681856143780874,1,available,2,medium
qwen3.5:9b,cookEgg-1|T4|C2|3,cookEgg,cookEgg-1,T4,C2,T4xC2,E,E,0.532796024570194,0.6106457105373579,0.38935428946264206,1,available,0,hard
qwen3.5:9b,cookEgg-1|T4|C2|14,cookEgg,cookEgg-1,T4,C2,T4xC2,B,B,0.9690874557025361,0.10678691996910464,0.8932130800308954,1,available,3,medium
qwen3.5:9b,cookEgg-1|T4|C3|1,cookEgg,cookEgg-1,T4,C3,T4xC3,B,A,0.6859010669313893,0.5387233218730338,0.46127667812696616,0,available,1,hard
qwen3.5:9b,cookEgg-1|T4|C3|3,cookEgg,cookEgg-1,T4,C3,T4xC3,A,D,0.6984780375807935,0.5587673826871355,0.44123261731286445,0,available,2,medium
qwen3.5:9b,cookEgg-10|T1|C1|6,cookEgg,cookEgg-10,T1,C1,T1xC1,E,D,0.9892226419039062,0.044692854059918574,0.9553071459400815,0,available,0,hard
qwen3.5:9b,cookEgg-10|T1|C2|6,cookEgg,cookEgg-10,T1,C2,T1xC2,A,C,0.9905986959034331,0.039247286572571656,0.9607527134274283,0,available,0,hard
qwen3.5:9b,cookEgg-10|T2|C1|3,cookEgg,cookEgg-10,T2,C1,T2xC1,C,E,0.692562884832047,0.6067981106828403,0.3932018893171597,0,available,1,hard
qwen3.5:9b,cookEgg-10|T4|C2|1,cookEgg,cookEgg-10,T4,C2,T4xC2,E,E,0.8375953938262668,0.3454307835709109,0.654569216429089,1,available,2,medium
qwen3.5:9b,cookEgg-10|T4|C2|3,cookEgg,cookEgg-10,T4,C2,T4xC2,D,C,0.6716274970478239,0.5505201867019749,0.4494798132980251,0,available,0,hard
qwen3.5:9b,cookEgg-10|T4|C2|5,cookEgg,cookEgg-10,T4,C2,T4xC2,B,A,0.3359998196091213,0.7919766749379256,0.20802332506207444,0,available,0,hard
qwen3.5:9b,cookEgg-10|T4|C3|1,cookEgg,cookEgg-10,T4,C3,T4xC3,E,D,0.5681289244562066,0.5560391571131563,0.4439608428868437,0,available,2,medium
qwen3.5:9b,cookEgg-10|T4|C3|3,cookEgg,cookEgg-10,T4,C3,T4xC3,D,D,0.8860013892364806,0.2882165697537309,0.7117834302462691,1,available,1,hard
qwen3.5:9b,cookEgg-10|T4|C3|5,cookEgg,cookEgg-10,T4,C3,T4xC3,C,E,0.6640374224929948,0.6090001191786476,0.3909998808213524,0,available,0,hard
qwen3.5:9b,cookEgg-2|T1|C1|6,cookEgg,cookEgg-2,T1,C1,T1xC1,D,B,0.8102806439361692,0.3828353524467737,0.6171646475532263,0,available,2,medium
qwen3.5:9b,cookEgg-2|T1|C1|7,cookEgg,cookEgg-2,T1,C1,T1xC1,D,E,0.5890193275473602,0.665663956107665,0.33433604389233496,0,available,2,medium
qwen3.5:9b,cookEgg-2|T1|C2|6,cookEgg,cookEgg-2,T1,C2,T1xC2,B,E,0.3939971231675468,0.7565525427947075,0.24344745720529248,0,available,0,hard
qwen3.5:9b,cookEgg-2|T1|C2|7,cookEgg,cookEgg-2,T1,C2,T1xC2,D,D,0.5779227241524633,0.6985957485072909,0.3014042514927091,1,available,3,medium
qwen3.5:9b,cookEgg-2|T2|C1|6,cookEgg,cookEgg-2,T2,C1,T2xC1,E,E,0.5183520818716588,0.7876781632334107,0.21232183676658933,1,available,0,hard
qwen3.5:9b,cookEgg-2|T3|C1|0,cookEgg,cookEgg-2,T3,C1,T3xC1,D,D,0.671415849888199,0.6659194110079573,0.33408058899204274,1,available,1,hard
qwen3.5:9b,cookEgg-2|T3|C2|0,cookEgg,cookEgg-2,T3,C2,T3xC2,E,E,0.38321746633056775,0.898152198340761,0.10184780165923901,1,available,2,medium
qwen3.5:9b,cookEgg-2|T4|C2|1,cookEgg,cookEgg-2,T4,C2,T4xC2,A,A,0.88351964889349,0.28482707908607247,0.7151729209139275,1,available,2,medium
qwen3.5:9b,cookEgg-2|T4|C2|3,cookEgg,cookEgg-2,T4,C2,T4xC2,C,C,0.8339815676671523,0.38994734075717025,0.6100526592428297,1,available,1,hard
qwen3.5:9b,cookEgg-2|T4|C2|5,cookEgg,cookEgg-2,T4,C2,T4xC2,E,E,0.43171562013047293,0.7230807807236016,0.2769192192763984,1,available,1,hard
qwen3.5:9b,cookEgg-2|T4|C3|1,cookEgg,cookEgg-2,T4,C3,T4xC3,A,A,0.6715730963456594,0.5104612717211435,0.48953872827885647,1,available,0,hard
qwen3.5:9b,cookEgg-2|T4|C3|3,cookEgg,cookEgg-2,T4,C3,T4xC3,A,B,0.6135448655647727,0.642238726527153,0.35776127347284703,0,available,2,medium
qwen3.5:9b,cookEgg-2|T4|C3|5,cookEgg,cookEgg-2,T4,C3,T4xC3,B,B,0.586081954356136,0.5943763596333215,0.40562364036667853,1,available,2,medium
qwen3.5:9b,cookEgg-3|T2|C1|5,cookEgg,cookEgg-3,T2,C1,T2xC1,C,A,0.41225399817215297,0.8562487593964325,0.14375124060356748,0,available,0,hard
qwen3.5:9b,cookEgg-3|T3|C1|0,cookEgg,cookEgg-3,T3,C1,T3xC1,A,D,0.35635920181027864,0.887234470999717,0.11276552900028303,0,available,1,hard
qwen3.5:9b,cookEgg-3|T3|C2|0,cookEgg,cookEgg-3,T3,C2,T3xC2,E,E,0.3538744682714819,0.8442312489506436,0.1557687510493564,1,available,0,hard
qwen3.5:9b,cookEgg-3|T4|C2|1,cookEgg,cookEgg-3,T4,C2,T4xC2,C,C,0.9306068171652923,0.19433334690527682,0.8056666530947232,1,available,3,medium
qwen3.5:9b,cookEgg-3|T4|C2|3,cookEgg,cookEgg-3,T4,C2,T4xC2,C,C,0.6619231046395843,0.5519150842941709,0.4480849157058291,1,available,1,hard
qwen3.5:9b,cookEgg-3|T4|C2|5,cookEgg,cookEgg-3,T4,C2,T4xC2,B,B,0.47481497919959564,0.763745245030399,0.23625475496960102,1,available,1,hard
qwen3.5:9b,cookEgg-3|T4|C3|1,cookEgg,cookEgg-3,T4,C3,T4xC3,C,C,0.8619663455090226,0.33944366464208237,0.6605563353579176,1,available,3,medium
qwen3.5:9b,cookEgg-3|T4|C3|3,cookEgg,cookEgg-3,T4,C3,T4xC3,A,E,0.6935475246556627,0.5031717027417416,0.4968282972582584,0,available,1,hard
qwen3.5:9b,cookEgg-4|T2|C1|0,cookEgg,cookEgg-4,T2,C1,T2xC1,C,D,0.5852911523107184,0.7033294035067079,0.2966705964932921,0,available,1,hard
qwen3.5:9b,cookEgg-4|T3|C1|0,cookEgg,cookEgg-4,T3,C1,T3xC1,D,B,0.2894734142634397,0.9243237887001408,0.07567621129985924,0,available,0,hard
qwen3.5:9b,cookEgg-4|T3|C2|0,cookEgg,cookEgg-4,T3,C2,T3xC2,B,C,0.6584885994619057,0.5206540710574405,0.47934592894255945,0,available,0,hard
qwen3.5:9b,cookEgg-4|T4|C2|1,cookEgg,cookEgg-4,T4,C2,T4xC2,D,D,0.6866314227741194,0.5322853381768327,0.46771466182316734,1,available,2,medium
qwen3.5:9b,cookEgg-4|T4|C2|3,cookEgg,cookEgg-4,T4,C2,T4xC2,C,A,0.7056871230267056,0.5090120368928264,0.49098796310717363,0,available,1,hard
qwen3.5:9b,cookEgg-4|T4|C2|14,cookEgg,cookEgg-4,T4,C2,T4xC2,E,E,0.9524357956452522,0.15185561121250865,0.8481443887874913,1,available,2,medium
qwen3.5:9b,cookEgg-4|T4|C3|1,cookEgg,cookEgg-4,T4,C3,T4xC3,B,B,0.4957403446877934,0.543267147916025,0.45673285208397496,1,available,2,medium
qwen3.5:9b,cookEgg-4|T4|C3|3,cookEgg,cookEgg-4,T4,C3,T4xC3,B,B,0.44050234429634777,0.7502126465696694,0.24978735343033065,1,available,1,hard
qwen3.5:9b,cookEgg-4|T4|C3|14,cookEgg,cookEgg-4,T4,C3,T4xC3,B,B,0.9790895741533379,0.07764771572695617,0.9223522842730438,1,available,3,medium
qwen3.5:9b,cookEgg-5|T1|C1|5,cookEgg,cookEgg-5,T1,C1,T1xC1,E,A,0.4116556181548439,0.7440075833463603,0.2559924166536397,0,available,2,medium
qwen3.5:9b,cookEgg-5|T1|C1|7,cookEgg,cookEgg-5,T1,C1,T1xC1,C,B,0.607686990122982,0.5993858130828724,0.4006141869171276,0,available,3,medium
qwen3.5:9b,cookEgg-5|T1|C2|5,cookEgg,cookEgg-5,T1,C2,T1xC2,A,B,0.7921733845804628,0.45540284744980625,0.5445971525501938,0,available,2,medium
qwen3.5:9b,cookEgg-5|T1|C2|7,cookEgg,cookEgg-5,T1,C2,T1xC2,E,E,0.4863341402850412,0.68495450401232,0.31504549598767995,1,available,2,medium
qwen3.5:9b,cookEgg-5|T2|C1|5,cookEgg,cookEgg-5,T2,C1,T2xC1,E,D,0.33911507256958756,0.9529613129809662,0.0470386870190338,0,available,0,hard
qwen3.5:9b,cookEgg-5|T3|C1|0,cookEgg,cookEgg-5,T3,C1,T3xC1,B,E,0.8414758869712664,0.3578966839504874,0.6421033160495127,0,available,1,hard
qwen3.5:9b,cookEgg-5|T3|C2|0,cookEgg,cookEgg-5,T3,C2,T3xC2,D,A,0.8098413835273375,0.4151854949235303,0.5848145050764697,0,available,1,hard
qwen3.5:9b,cookEgg-5|T4|C2|1,cookEgg,cookEgg-5,T4,C2,T4xC2,A,A,0.9278690250223766,0.19569360756397838,0.8043063924360216,1,available,2,medium
qwen3.5:9b,cookEgg-5|T4|C2|3,cookEgg,cookEgg-5,T4,C2,T4xC2,D,D,0.7009965007875381,0.5469954001615474,0.45300459983845265,1,available,2,medium
qwen3.5:9b,cookEgg-5|T4|C2|5,cookEgg,cookEgg-5,T4,C2,T4xC2,B,B,0.47103527619790003,0.5844030552361698,0.41559694476383024,1,available,1,hard
qwen3.5:9b,cookEgg-5|T4|C3|1,cookEgg,cookEgg-5,T4,C3,T4xC3,A,D,0.5168612708930159,0.6570227722535792,0.3429772277464208,0,available,2,medium
qwen3.5:9b,cookEgg-5|T4|C3|3,cookEgg,cookEgg-5,T4,C3,T4xC3,B,B,0.5458009228685519,0.5651172098878569,0.43488279011214315,1,available,0,hard
qwen3.5:9b,cookEgg-5|T4|C3|5,cookEgg,cookEgg-5,T4,C3,T4xC3,B,B,0.8834357336963344,0.28622379099999923,0.7137762090000008,1,available,0,hard
qwen3.5:9b,cookEgg-6|T2|C1|7,cookEgg,cookEgg-6,T2,C1,T2xC1,A,B,0.6054074492095358,0.692473205312952,0.307526794687048,0,available,3,medium
qwen3.5:9b,cookEgg-6|T3|C1|0,cookEgg,cookEgg-6,T3,C1,T3xC1,C,C,0.5032509012365894,0.639142131836316,0.36085786816368404,1,available,5,easy
qwen3.5:9b,cookEgg-6|T3|C2|0,cookEgg,cookEgg-6,T3,C2,T3xC2,E,E,0.392782213205417,0.7792415769932902,0.22075842300670978,1,available,0,hard
qwen3.5:9b,cookEgg-6|T4|C2|1,cookEgg,cookEgg-6,T4,C2,T4xC2,A,A,0.936857165600812,0.1719111882962712,0.8280888117037288,1,available,2,medium
qwen3.5:9b,cookEgg-6|T4|C2|3,cookEgg,cookEgg-6,T4,C2,T4xC2,E,E,0.40773661736890604,0.7225718907168025,0.2774281092831975,1,available,0,hard
qwen3.5:9b,cookEgg-6|T4|C2|14,cookEgg,cookEgg-6,T4,C2,T4xC2,D,C,0.9511763720436897,0.15832036454005222,0.8416796354599478,0,available,0,hard
qwen3.5:9b,cookEgg-6|T4|C3|1,cookEgg,cookEgg-6,T4,C3,T4xC3,A,D,0.4746046719226024,0.6698837671074046,0.3301162328925954,0,available,2,medium
qwen3.5:9b,cookEgg-6|T4|C3|3,cookEgg,cookEgg-6,T4,C3,T4xC3,A,E,0.7259283302504389,0.5182043061323658,0.4817956938676342,0,available,2,medium
qwen3.5:9b,cookEgg-6|T4|C3|14,cookEgg,cookEgg-6,T4,C3,T4xC3,A,A,0.5771625986279099,0.5145569986041306,0.4854430013958694,1,available,3,medium
qwen3.5:9b,cookEgg-7|T2|C1|0,cookEgg,cookEgg-7,T2,C1,T2xC1,C,E,0.3942384533836714,0.8188166410265486,0.1811833589734514,0,available,1,hard
qwen3.5:9b,cookEgg-7|T3|C1|0,cookEgg,cookEgg-7,T3,C1,T3xC1,E,E,0.4413494680926624,0.7619027234682753,0.23809727653172474,1,available,0,hard
qwen3.5:9b,cookEgg-7|T3|C2|0,cookEgg,cookEgg-7,T3,C2,T3xC2,C,E,0.6369748591659795,0.6515648958506525,0.34843510414934753,0,available,1,hard
qwen3.5:9b,cookEgg-7|T4|C2|3,cookEgg,cookEgg-7,T4,C2,T4xC2,A,C,0.7687387655300556,0.4713253428004383,0.5286746571995617,0,available,2,medium
qwen3.5:9b,cookEgg-7|T4|C3|3,cookEgg,cookEgg-7,T4,C3,T4xC3,C,C,0.973174600217735,0.09719174334725557,0.9028082566527444,1,available,3,medium
