task,episode,step,subgoal,evaluation_active,predicted_success,oracle_success,predicted_label,confidence,entropy,score_status
boilWater,boilWater-7,00:44,toggle on fourth stove burner,False,True,,A,0.9999996533672291,7.938855270846538e-06,available
boilWater,boilWater-8,00:20,pick up bowl,True,True,False,A,0.9999957771647316,8.148403454488396e-05,available
boilWater,boilWater-8,00:33,put bowl in sink,False,True,,A,0.9999977396747258,4.56534431713181e-05,available
boilWater,boilWater-8,00:36,toggle on faucet,False,True,,A,0.9999945777819207,0.00010267174112224464,available
boilWater,boilWater-8,00:39,toggle off faucet,False,True,,A,0.9999785550551182,0.00036352789553793454,available
boilWater,boilWater-8,00:42,pick up bowl,False,True,,A,0.9999832985848862,0.0002891407960567083,available
boilWater,boilWater-8,00:54,put bowl on fourth stove burner,False,False,,B,0.999997438718515,5.127018562230698e-05,available
boilWater,boilWater-8,00:57,toggle on fourth stove burner,False,True,,A,0.9999993524053851,1.4247794040839634e-05,available
boilWater,boilWater-9,00:18,pick up pot,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
boilWater,boilWater-9,00:25,put pot in sink,True,True,True,A,0.999998629043345,2.867915148081539e-05,available
boilWater,boilWater-9,00:28,toggle on faucet,True,True,True,A,0.9999546021388404,0.0007204494583810701,available
boilWater,boilWater-9,00:31,toggle off faucet,True,True,True,A,0.9999832985848862,0.0002891407960567083,available
boilWater,boilWater-9,00:34,pick up pot,True,True,True,A,0.9999646437424718,0.0005738442377127494,available
boilWater,boilWater-9,00:46,put pot on stove burner,True,True,True,A,0.9999869928752253,0.0002298752288747113,available
boilWater,boilWater-9,00:49,toggle on stove burner,True,True,True,A,0.9990889485983343,0.010515553507042589,available
cookEgg,cookEgg-1,00:07,open fridge,True,True,True,A,0.9999646437424718,0.0005738442377127494,available
cookEgg,cookEgg-1,00:10,pick up egg,True,True,True,A,0.9999417087232138,0.0009040401965186355,available
cookEgg,cookEgg-1,00:13,close fridge,True,False,True,B,0.8519527982093668,0.6049317739891357,available
cookEgg,cookEgg-1,00:33,toggle on first stove burner,True,True,True,A,0.9999970976877992,5.7573337778860017e-05,available
cookEgg,cookEgg-1,00:42,put egg on countertop,True,False,False,B,0.999998629043345,2.867915148081539e-05,available
cookEgg,cookEgg-1,00:45,pick up pan,False,True,,A,0.9999921107349486,0.00014511803680413704,available
cookEgg,cookEgg-1,00:58,put pan on first stove burner,False,True,,A,0.9999991684720095,1.7994620173877958e-05,available
cookEgg,cookEgg-1,01:02,pick up egg,False,False,,B,0.9999785550576745,0.00036352785589286314,available
cookEgg,cookEgg-1,01:06,crack egg,False,False,,B,0.9998415637531547,0.002228626148483538,available
cookEgg,cookEgg-1,01:07,put cracked egg in pan,False,False,,B,0.999989870011893,0.00018268112324772617,available
cookEgg,cookEgg-10,00:07,open fridge,True,True,True,A,0.9999646437424718,0.0005738442377127494,available
cookEgg,cookEgg-10,00:10,pick up egg,True,True,True,A,0.9999417087232138,0.0009040401965186355,available
cookEgg,cookEgg-10,00:13,close fridge,True,False,True,B,0.8519527982093668,0.6049317739891357,available
cookEgg,cookEgg-10,00:33,toggle on stove burner,True,True,True,A,0.9998415637531547,0.002228626148483538,available
cookEgg,cookEgg-10,00:44,put egg on first countertop,True,True,True,A,0.9999921107349486,0.00014511803680413704,available
cookEgg,cookEgg-10,00:47,pick up pan,True,True,True,A,0.9999832985848862,0.0002891407960567083,available
cookEgg,cookEgg-10,01:00,put pan on stove burner,True,False,True,B,0.9999910602998368,0.0001628279733764315,available
cookEgg,cookEgg-10,01:12,pick up egg,True,True,True,A,0.9994472212857038,0.006778894821134688,available
cookEgg,cookEgg-10,01:22,crack egg,True,False,True,B,0.9992903296589789,0.008447026073181966,available
cookEgg,cookEgg-10,01:25,put cracked egg in pan,True,True,True,A,0.9996646499458114,0.004354351991977225,available
cookEgg,cookEgg-2,00:07,open fridge,True,True,True,A,0.9999646437424718,0.0005738442377127494,available
cookEgg,cookEgg-2,00:10,pick up egg,True,True,True,A,0.9999417087232138,0.0009040401965186355,available
cookEgg,cookEgg-2,00:13,close fridge,True,False,True,B,0.8519527982093668,0.6049317739891357,available
cookEgg,cookEgg-2,00:33,toggle on first stove burner,True,True,True,A,0.9999970976877992,5.7573337778860017e-05,available
cookEgg,cookEgg-2,00:44,put egg on first countertop,True,True,True,A,0.9999921107349486,0.00014511803680413704,available
cookEgg,cookEgg-2,00:47,pick up pan,True,True,True,A,0.9999832985848862,0.0002891407960567083,available
cookEgg,cookEgg-2,00:58,put pan on first stove burner,True,False,True,B,0.9999921107340083,0.00014511805274578548,available
cookEgg,cookEgg-2,01:10,pick up egg,True,False,True,B,0.999925153802872,0.001133796577967522,available
cookEgg,cookEgg-2,01:14,crack egg,True,False,True,B,0.9999977396747258,4.56534431713181e-05,available
cookEgg,cookEgg-2,01:17,put cracked egg in pan,True,False,True,B,0.9999999123575084,2.1811139213309656e-06,available
cookEgg,cookEgg-3,00:07,open fridge,True,True,True,A,0.9999646437424718,0.0005738442377127494,available
cookEgg,cookEgg-3,00:10,pick up egg,True,True,True,A,0.9999417087232138,0.0009040401965186355,available
cookEgg,cookEgg-3,00:13,close fridge,True,False,True,B,0.8519527982093668,0.6049317739891357,available
cookEgg,cookEgg-3,00:33,toggle on first stove burner,True,True,True,A,0.9999970976877992,5.7573337778860017e-05,available
cookEgg,cookEgg-3,00:44,put egg on first countertop,True,True,True,A,0.9999785550602308,0.00036352781624779574,available
cookEgg,cookEgg-3,00:47,pick up pan,True,True,True,A,0.9999832985848862,0.0002891407960567083,available
cookEgg,cookEgg-3,01:00,put pan on first stove burner,True,True,True,A,0.999989870011893,0.00018268112324772617,available
cookEgg,cookEgg-3,01:12,pick up egg,True,True,True,A,0.9994472212857038,0.006778894821134688,available
cookEgg,cookEgg-3,01:22,crack egg,True,False,True,B,0.9999417087232138,0.0009040401965186355,available
cookEgg,cookEgg-3,01:25,put cracked egg in pan,True,False,True,B,0.9975273770403428,0.024975103962319358,available
cookEgg,cookEgg-4,00:05,open fridge,True,False,False,B,0.9999938558256749,0.00011523423541002103,available
cookEgg,cookEgg-4,00:15,pick up egg,False,False,,B,0.999995214903439,9.147052833019699e-05,available
cookEgg,cookEgg-4,00:18,close fridge,False,True,,A,0.9999038975777871,0.0014211331542979086,available
cookEgg,cookEgg-4,00:42,toggle on first stove burner,False,True,,A,0.9999996940976409,7.061180939971169e-06,available
cookEgg,cookEgg-4,00:51,put egg on countertop,False,False,,B,0.999998629043345,2.867915148081539e-05,available
cookEgg,cookEgg-4,00:54,pick up pan,False,True,,A,0.9999921107349486,0.00014511803680413704,available
cookEgg,cookEgg-4,01:07,put pan on first stove burner,False,True,,A,0.9999991684720095,1.7994620173877958e-05,available
cookEgg,cookEgg-4,01:34,pick up egg,False,False,,B,0.999995214903439,9.147052833019699e-05,available
cookEgg,cookEgg-4,01:56,crack egg,False,False,,B,0.9998415637531547,0.002228626148483538,available
cookEgg,cookEgg-4,01:57,put cracked egg in pan,False,False,,B,0.999989870011893,0.00018268112324772617,available
cookEgg,cookEgg-5,00:07,open fridge,True,True,True,A,0.9999785550602308,0.00036352781624779574,available
cookEgg,cookEgg-5,00:10,pick up egg,True,True,True,A,0.9999417087232138,0.0009040401965186355,available
cookEgg,cookEgg-5,00:13,close fridge,True,False,True,B,0.8519527982093668,0.6049317739891357,available
cookEgg,cookEgg-5,00:33,toggle on first stove burner,True,True,True,A,0.9999980052698924,4.064874699476472e-05,available
cookEgg,cookEgg-5,00:58,put egg on second countertop,True,True,True,A,0.999999057755336,2.0220654636653533e-05,available
cookEgg,cookEgg-5,01:01,pick up pan,True,False,True,B,0.9999485577702917,0.0008070949013392628,available
cookEgg,cookEgg-5,01:26,put pan on first stove burner,True,False,True,B,0.9999930377407441,0.00012932189823899109,available
cookEgg,cookEgg-5,01:51,pick up egg,True,False,True,B,0.9999970976877992,5.7573337778860017e-05,available
cookEgg,cookEgg-5,01:55,crack egg,True,False,True,B,0.9999996533672291,7.938855270846538e-06,available
cookEgg,cookEgg-5,01:58,put cracked egg in pan,True,False,True,B,0.9999997300421382,6.280153187162631e-06,available
cookEgg,cookEgg-6,00:07,open fridge,True,True,True,A,0.9999646437424718,0.0005738442377127494,available
cookEgg,cookEgg-6,00:10,pick up egg,True,True,True,A,0.9999417087232138,0.0009040401965186355,available
cookEgg,cookEgg-6,00:13,close fridge,True,False,True,B,0.8519527982093668,0.6049317739891357,available
cookEgg,cookEgg-6,00:33,toggle on first stove burner,True,True,True,A,0.9999970976877992,5.7573337778860017e-05,available
cookEgg,cookEgg-6,00:44,put egg on first countertop,True,True,True,A,0.9999977396747258,4.56534431713181e-05,available
cookEgg,cookEgg-6,00:47,pick up pan,True,True,True,A,0.9999952149051501,9.147049808839806e-05,available
cookEgg,cookEgg-6,01:00,put pan on first stove burner,True,True,True,A,0.9999991684720095,1.7994620173877958e-05,available
cookEgg,cookEgg-6,01:10,pick up egg,True,True,False,A,0.9999724643101547,0.0004568449854295502,available
cookEgg,cookEgg-6,01:20,put cracked egg in pan,False,False,,B,0.9999993524053851,1.4247794040839634e-05,available
cookEgg,cookEgg-7,00:14,pick up egg,True,False,False,B,0.999995214903439,9.147052833019699e-05,available
cookEgg,cookEgg-7,00:38,toggle on first stove burner,False,True,,A,0.9999996940976409,7.061180939971169e-06,available
cookEgg,cookEgg-7,00:47,put egg on countertop,False,False,,B,0.999998629043345,2.867915148081539e-05,available
cookEgg,cookEgg-7,00:50,pick up pan,False,True,,A,0.9999921107349486,0.00014511803680413704,available
cookEgg,cookEgg-7,01:03,put pan on first stove burner,False,True,,A,0.9999991684720095,1.7994620173877958e-05,available
cookEgg,cookEgg-7,01:30,pick up egg,False,False,,B,0.999995214903439,9.147052833019699e-05,available
cookEgg,cookEgg-7,01:52,crack egg,False,False,,B,0.9998415637531547,0.002228626148483538,available
cookEgg,cookEgg-7,01:53,put cracked egg in pan,False,False,,B,0.999989870011893,0.00018268112324772617,available
cookEgg,cookEgg-8,00:07,open fridge,True,True,True,A,0.9999646437424718,0.0005738442377127494,available
cookEgg,cookEgg-8,00:10,pick up egg,True,True,True,A,0.9999417087232138,0.0009040401965186355,available
cookEgg,cookEgg-8,00:13,close fridge,True,False,True,B,0.8519527982093668,0.6049317739891357,available
cookEgg,cookEgg-8,00:33,toggle on first stove burner,True,True,True,A,0.9999970976877992,5.7573337778860017e-05,available
cookEgg,cookEgg-8,00:44,put egg on first countertop,True,True,True,A,0.9999921107349486,0.00014511803680413704,available
cookEgg,cookEgg-8,00:47,pick up pan,True,True,False,A,0.8175744850834649,0.6853545158674582,available
cookEgg,cookEgg-8,01:00,put pan on first stove burner,False,True,,A,0.9999977396747258,4.56534431713181e-05,available
cookEgg,cookEgg-8,01:12,pick up egg,False,True,,A,0.9994472212857038,0.006778894821134688,available
cookEgg,cookEgg-8,01:22,crack egg,False,False,,B,0.9996646499458114,0.004354351991977225,available
cookEgg,cookEgg-8,01:25,put cracked egg in pan,False,True,,A,0.9999251537939506,0.0011337967002374957,available
cookEgg,cookEgg-9,00:07,open fridge,True,True,True,A,0.9999646437424718,0.0005738442377127494,available
cookEgg,cookEgg-9,00:10,pick up egg,True,True,True,A,0.9999417087232138,0.0009040401965186355,available
cookEgg,cookEgg-9,00:13,close fridge,True,False,True,B,0.8519527982093668,0.6049317739891357,available
cookEgg,cookEgg-9,00:33,toggle on first stove burner,True,True,False,A,0.9999970976877992,5.7573337778860017e-05,available
cookEgg,cookEgg-9,00:44,pick up pan,False,False,,B,0.9999921107349486,0.00014511803680413704,available
cookEgg,cookEgg-9,00:53,put pan on first stove burner,False,False,,B,0.999964643734043,0.0005738443623561031,available
cookEgg,cookEgg-9,00:59,pick up egg,False,True,,A,0.9999646437424718,0.0005738442377127494,available
cookEgg,cookEgg-9,01:08,crack egg,False,False,,B,0.9996646499458114,0.004354351991977225,available
cookEgg,cookEgg-9,01:11,put cracked egg in pan,False,True,,A,0.9999992661791399,1.601253126401421e-05,available
heatPotato,heatPotato-1,00:19,pick up potato,True,True,True,A,0.9999984465026854,3.2217581156089804e-05,available
heatPotato,heatPotato-1,00:39,put potato on plate,True,True,True,A,0.999999554915127,1.0033152570072834e-05,available
heatPotato,heatPotato-1,00:42,pick up plate,True,True,True,A,0.9933071485896835,0.05796691765844321,available
heatPotato,heatPotato-1,01:10,put plate on countertop,True,False,False,B,0.9999952149045797,9.147050816911523e-05,available
heatPotato,heatPotato-1,01:13,open microwave,False,True,,A,0.9999038975892415,0.001421133001438565,available
heatPotato,heatPotato-1,01:14,pick up plate,False,False,,B,0.9999938558271397,0.00011523421005071947,available
heatPotato,heatPotato-1,01:15,put plate in microwave,False,False,,B,0.9999251537404226,0.0011337974338712568,available
heatPotato,heatPotato-1,01:18,close microwave,False,True,,A,0.9999832985848862,0.0002891407960567083,available
heatPotato,heatPotato-1,01:21,toggle on microwave,False,True,,A,0.9997965729390125,0.002788120250251277,available
heatPotato,heatPotato-10,00:19,pick up potato,True,True,True,A,0.9999984465026854,3.2217581156089804e-05,available
heatPotato,heatPotato-10,00:39,put potato on plate,True,True,True,A,0.999999554915127,1.0033152570072834e-05,available
heatPotato,heatPotato-10,00:42,pick up plate,True,True,True,A,0.9933071485896835,0.05796691765844321,available
heatPotato,heatPotato-10,01:21,put plate on first countertop,True,True,True,A,0.9998415637531547,0.002228626148483538,available
heatPotato,heatPotato-10,01:31,toggle on microwave,True,True,True,A,0.9997965729390125,0.002788120250251277,available
heatPotato,heatPotato-10,01:34,open microwave,True,False,True,B,0.9999546021388404,0.0007204494583810701,available
heatPotato,heatPotato-10,01:46,pick up plate,True,True,True,A,0.9933071485896835,0.05796691765844321,available
heatPotato,heatPotato-10,01:58,put plate in microwave,True,False,True,B,0.9997965729390125,0.002788120250251277,available
heatPotato,heatPotato-10,02:01,close microwave,True,True,True,A,0.9770226322225539,0.15784612071777132,available
heatPotato,heatPotato-2,00:19,pick up potato,True,True,True,A,0.9999984465026854,3.2217581156089804e-05,available
heatPotato,heatPotato-2,00:39,put potato on plate,True,True,True,A,0.999999554915127,1.0033152570072834e-05,available
heatPotato,heatPotato-2,00:42,pick up plate,True,True,True,A,0.9933071485896835,0.05796691765844321,available
heatPotato,heatPotato-2,01:21,put plate on first countertop,True,True,True,A,0.9999724643101547,0.0004568449854295502,available
heatPotato,heatPotato-2,01:31,open microwave,True,True,True,A,0.9999724643068726,0.00045684503515017855,available
heatPotato,heatPotato-2,01:43,pick up plate,True,True,True,A,0.9933071485896835,0.05796691765844321,available
heatPotato,heatPotato-2,01:55,put plate in microwave,True,False,True,B,0.9997388096733121,0.0034856156068474534,available
heatPotato,heatPotato-2,01:58,close microwave,True,True,True,A,0.999925153802872,0.001133796577967522,available
heatPotato,heatPotato-2,02:01,toggle on microwave,True,True,True,A,0.9933071477971733,0.05796692337519579,available
heatPotato,heatPotato-3,00:19,pick up potato,True,True,True,A,0.9999984465026854,3.2217581156089804e-05,available
heatPotato,heatPotato-3,00:37,put potato on plate,True,False,True,B,0.999998790133794,2.552746944721236e-05,available
heatPotato,heatPotato-3,00:40,pick up plate,True,True,True,A,0.9999945777825671,0.000102671729815891,available
heatPotato,heatPotato-3,01:19,put plate on first countertop,True,True,True,A,0.999925153802872,0.001133796577967522,available
heatPotato,heatPotato-3,01:29,open microwave,True,True,True,A,0.9999038975892415,0.001421133001438565,available
heatPotato,heatPotato-3,01:41,pick up plate,True,True,True,A,0.9999945777825671,0.000102671729815891,available
heatPotato,heatPotato-3,01:53,put plate in microwave,True,True,True,A,0.9999962733608835,7.258146119082659e-05,available
heatPotato,heatPotato-3,01:56,close microwave,True,True,True,A,0.9999832985848862,0.0002891407960567083,available
heatPotato,heatPotato-3,01:59,toggle on microwave,True,True,True,A,0.9997965729390125,0.002788120250251277,available
heatPotato,heatPotato-4,00:19,pick up potato,True,True,True,A,0.9999984465026854,3.2217581156089804e-05,available
heatPotato,heatPotato-4,00:39,put potato on plate,True,True,True,A,0.999999554915127,1.0033152570072834e-05,available
heatPotato,heatPotato-4,01:07,open microwave,True,False,False,B,0.9999832985749317,0.000289140954026305,available
heatPotato,heatPotato-4,01:37,pick up plate,False,True,,A,0.9933071485896835,0.05796691765844321,available
heatPotato,heatPotato-4,02:07,put plate in microwave,False,False,,B,0.9998766053723329,0.001780219083816374,available
heatPotato,heatPotato-4,02:10,close microwave,False,True,,A,0.9990889485983343,0.010515553507042589,available
heatPotato,heatPotato-4,02:13,toggle on microwave,False,True,,A,0.9994472214174237,0.0067788933958978954,available
heatPotato,heatPotato-5,00:19,pick up potato,True,True,True,A,0.9999984465026854,3.2217581156089804e-05,available
heatPotato,heatPotato-5,00:39,put potato on plate,True,True,True,A,0.999999554915127,1.0033152570072834e-05,available
heatPotato,heatPotato-5,00:42,pick up plate,True,True,False,A,0.9933071485896835,0.05796691765844321,available
heatPotato,heatPotato-5,01:12,put plate in microwave,False,False,,B,0.9998766053723329,0.001780219083816374,available
heatPotato,heatPotato-6,00:23,pick up potato,True,False,True,B,0.9999646437466879,0.0005738441753672238,available
heatPotato,heatPotato-6,00:28,put potato on plate,True,False,True,B,0.9999945777819207,0.00010267174112224464,available
heatPotato,heatPotato-6,00:31,pick up plate,True,True,True,A,0.9999945777825671,0.000102671729815891,available
heatPotato,heatPotato-6,01:10,put plate on first countertop,True,True,True,A,0.999925153802872,0.001133796577967522,available
heatPotato,heatPotato-6,01:20,open microwave,True,True,True,A,0.9999038975892415,0.001421133001438565,available
heatPotato,heatPotato-6,01:32,pick up plate,True,True,True,A,0.9999945777825671,0.000102671729815891,available
heatPotato,heatPotato-6,01:44,put plate in microwave,True,True,True,A,0.9999962733608835,7.258146119082659e-05,available
heatPotato,heatPotato-6,01:47,close microwave,True,True,True,A,0.9999832985848862,0.0002891407960567083,available
heatPotato,heatPotato-6,01:50,toggle on microwave,True,True,True,A,0.9997965729390125,0.002788120250251277,available
heatPotato,heatPotato-7,00:19,pick up potato,True,True,False,A,0.9999984465026854,3.2217581156089804e-05,available
heatPotato,heatPotato-7,00:39,put potato on plate,False,True,,A,0.9990889485983343,0.010515553507042589,available
heatPotato,heatPotato-7,00:42,pick up plate,False,True,,A,0.7310585903489892,0.8399415210762481,available
heatPotato,heatPotato-7,01:21,put plate on first countertop,False,False,,B,0.8519527944504226,0.6049317834794028,available
heatPotato,heatPotato-7,01:31,open microwave,False,True,,A,0.9999038975892415,0.001421133001438565,available
heatPotato,heatPotato-7,01:43,pick up plate,False,True,,A,0.7310585903489892,0.8399415210762481,available
heatPotato,heatPotato-7,01:55,put plate in microwave,False,False,,B,0.7772998560157665,0.7650673279768215,available
heatPotato,heatPotato-7,01:58,close microwave,False,True,,A,0.9999832985848862,0.0002891407960567083,available
heatPotato,heatPotato-7,02:01,toggle on microwave,False,True,,A,0.9997965729390125,0.002788120250251277,available
heatPotato,heatPotato-8,00:19,pick up potato,True,True,True,A,0.9999984465026854,3.2217581156089804e-05,available
heatPotato,heatPotato-8,00:34,put potato on pan,True,True,False,A,0.9999974387182097,5.127019129340547e-05,available
heatPotato,heatPotato-8,00:37,pick up pan,False,True,,A,0.9997965729390125,0.002788120250251277,available
heatPotato,heatPotato-8,01:11,put pan on first countertop,False,True,,A,0.999989870011893,0.00018268112324772617,available
heatPotato,heatPotato-8,01:21,open microwave,False,True,,A,0.9999038975892415,0.001421133001438565,available
heatPotato,heatPotato-8,01:33,pick up pan,False,True,,A,0.9997965729390125,0.002788120250251277,available
heatPotato,heatPotato-8,01:45,put pan in microwave,False,False,,B,0.9998415637531547,0.002228626148483538,available
heatPotato,heatPotato-8,01:48,close microwave,False,True,,A,0.9992903296589789,0.008447026073181966,available
heatPotato,heatPotato-8,01:51,toggle on microwave,False,True,,A,0.9525741311981335,0.27535992835627615,available
heatPotato,heatPotato-9,00:19,pick up potato,True,True,True,A,0.9999984465026854,3.2217581156089804e-05,available
heatPotato,heatPotato-9,00:39,put potato on plate,True,True,True,A,0.999999554915127,1.0033152570072834e-05,available
heatPotato,heatPotato-9,00:42,pick up plate,True,True,True,A,0.9933071485896835,0.05796691765844321,available
heatPotato,heatPotato-9,01:21,put plate on first countertop,True,True,True,A,0.9999832985848862,0.0002891407960567083,available
heatPotato,heatPotato-9,01:31,open microwave,True,True,True,A,0.9999038975892415,0.001421133001438565,available
heatPotato,heatPotato-9,01:43,pick up plate,True,True,True,A,0.9933071485896835,0.05796691765844321,available
heatPotato,heatPotato-9,01:55,put plate in microwave,True,True,True,A,0.9914225133270261,0.07120788606386416,available
heatPotato,heatPotato-9,01:58,toggle on microwave,True,False,True,B,0.9999251537850291,0.0011337968225144793,available
heatPotato,heatPotato-9,02:01,close microwave,True,True,True,A,0.9999832985848862,0.0002891407960567083,available
makeCoffee,makeCoffee-1,00:17,pick up mug,True,True,True,A,0.9999546021442518,0.0007204493803105356,available
makeCoffee,makeCoffee-1,00:22,put mug on sink,True,False,False,B,0.9998415638098114,0.0022286254332715225,available
makeCoffee,makeCoffee-1,00:25,toggle on faucet,False,True,,A,0.9999921107405916,0.00014511794114781688,available
makeCoffee,makeCoffee-1,00:28,toggle off faucet,False,True,,A,0.9999984465026854,3.2217581156089804e-05,available
makeCoffee,makeCoffee-1,00:29,pick up mug,False,False,,B,0.9999885212364987,0.00020493449705893607,available
makeCoffee,makeCoffee-1,00:30,pour liquid from mug into sink,False,False,,B,0.9990889487068412,0.010515552411246626,available
makeCoffee,makeCoffee-1,00:40,put mug in coffee machine,False,False,,B,0.9999921107340083,0.00014511805274578548,available
makeCoffee,makeCoffee-1,00:43,toggle on coffee machine,False,True,,A,0.9999921107349486,0.00014511803680413704,available
makeCoffee,makeCoffee-1,00:46,toggle off coffee machine,False,True,,A,0.9999546021388404,0.0007204494583810701,available
makeCoffee,makeCoffee-1,00:47,pick up mug,False,False,,B,0.9999885212364987,0.00020493449705893607,available
makeCoffee,makeCoffee-1,00:48,put mug on countertop,False,False,,B,0.9999952149045797,9.147050816911523e-05,available
makeCoffee,makeCoffee-10,00:17,pick up mug,True,True,True,A,0.9998766053723329,0.001780219083816374,available
