episode,sample_second,source_timestamp_sec,action,scene_graph_text,raw_l1_line,source
appleInFridge1,10,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,11,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,12,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,13,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,14,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,15,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,16,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,17,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,18,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,19,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,20,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,21,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,22,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,23,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,24,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,25,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,26,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,27,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,28,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,29,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,30,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,31,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,32,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,33,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,34,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,35,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,36,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,37,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,38,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,39,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,40,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,41,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,42,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,43,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,44,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,45,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,46,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,47,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,48,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,49,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,50,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,51,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,52,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,53,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,54,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,55,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,56,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,57,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,58,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,59,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,60,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,61,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,62,27,Pick up apple,fridge (with door open). nothing is inside robot gripper.,00:27. Action: Pick up apple. Visual observation: fridge (with door open). nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,63,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,64,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,65,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,66,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,67,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,68,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,69,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,70,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,71,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,72,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,73,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,74,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,75,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,76,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,77,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,78,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,79,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,80,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,81,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,82,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,83,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,84,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,85,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,86,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,87,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,88,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,89,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,90,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,91,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,92,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,93,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,94,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,95,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,96,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,97,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,98,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,99,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,100,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,101,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,102,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,103,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,104,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,105,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,106,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,107,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,108,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,109,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,110,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,111,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,112,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,113,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,114,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,115,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,116,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,117,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,118,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,119,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,120,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,121,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,122,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,123,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,124,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,125,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,126,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,127,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,128,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,129,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
appleInFridge1,130,63,Put apple in bowl,apple. nothing is inside robot gripper.,01:03. Action: Put apple in bowl. Visual observation: apple. nothing is inside robot gripper.,"state_summary_L1 cache (all cached episodes, 1s sampling)"
